tipo;precio;localidad;latitud;longitud;superficie_construida;habitaciones;banyos;antiguedad;conservacion;terraza;jardin;orientacion;garaje;piscina;aire_acondicionado;trastero;ascensor;planta;fecha;detalle_url
Casa;650000;Orihuela;37.947400792;-0.721597677;139.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-punta_prima_cinuelica_alameda_del_mar03189-55081153033_105600/
Chalet;649000;San Miguel de Salinas;37.953736003;-0.794103129;237.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-55081163181_106600/
Piso;550000;Benidorm;38.5340392;-0.163229;105.0;2.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;15ª;2025-12-03;https://www.pisos.com/comprar/piso-platja_de_ponent03502-55081210188_106600/
Piso;78000;Bigastro;38.061905471;-0.906005582;114.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-11-29;https://www.pisos.com/comprar/piso-bigastro_centro_urbano-55081234853_108900/
Casa;232000;Almoradí;38.105457408;-0.792910957;72.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Norte;Desconocido;Comunitaria;True;False;False;0ª;2025-09-29;https://www.pisos.com/comprar/casa-almoradi_centro_urbano-55081315701_100500/
Apartamento;345000;Guardamar del Segura;38.097875545;-0.659543279;91.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-19;https://www.pisos.com/comprar/apartamento-zona_puerto_deportivo-55081316733_105600/
Casa;2800000;Dénia;38.8239179;0.1535917;300.0;6.0;3.0;Más de 50 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;False;True;False;0ª;2025-12-03;https://www.pisos.com/comprar/casa-denia_les_rotes-55081336487_101800/
Finca;550000;Altea;38.631253673;-0.05108719;250.0;4.0;5.0;Desconocida;Desconocida;True;Desconocido;Este;Privado;Exterior;False;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/finca_rustica-altea_altea_la_vella-55081337326_108500/
Apartamento;599990;Torrevieja;37.9782762;-0.6838299;180.0;4.0;4.0;Entre 10 y 20 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;4ª;2026-02-23;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-55081361283_100500/
Apartamento;250000;El Fondó de les Neus Hondón de las Nieves;38.307372362;-0.852390954;92.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-el_fondo_de_les_neus_hondon_de_las_nieves_centro_u-55081436254_105600/
Apartamento;170000;Dénia;38.8654;0.0034275;67.0;1.0;1.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;True;False;1ª;;https://www.pisos.com/comprar/apartamento-les_deveses_monte_pego03779-55081471936_109300/
Casa;354900;Pilar de la Horadada;37.857437915;-0.781941926;107.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-55081517012_105600/
Chalet;1595000;Xàbia Jávea;38.7610325;0.1702903;350.0;3.0;3.0;Desconocida;Desconocida;True;Privado;Desconocido;Privado;Exterior;False;True;False;0ª;2025-06-16;https://www.pisos.com/comprar/chalet-los_cerezos_la_mandarina_la_finca_covatelles03739-55081559942_100500/
Apartamento;145000;Guardamar del Segura;38.085773426;-0.652415435;148.0;4.0;2.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Todos;Desconocido;Sin piscina;False;False;False;3ª;2025-09-29;https://www.pisos.com/comprar/apartamento-guardamar_del_segura_centro-55081567910_100500/
Casa;212000;San Fulgencio;38.113997037;-0.717963579;463.0;4.0;4.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-12-03;https://www.pisos.com/comprar/casa-acequia_de_los_palacios-55081609063_106600/
Piso;286335;Benidorm;38.5281528;-0.1635316;102.0;3.0;2.0;Entre 30 y 50 años;En buen estado;True;Comunitario;Sur-Este;Privado;Comunitaria;True;False;True;3ª;;https://www.pisos.com/comprar/piso-platja_de_ponent03502-55081620314_263100/
Apartamento;169000;Torrevieja;37.9796543;-0.6703299;78.0;2.0;1.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;3ª;;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-55081635295_100500/
Chalet;800000;Xàbia Jávea;38.7897185;0.1665869;396.0;5.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-xabia_javea_centro03730-55081637844_106600/
Finca;479000;Crevillent;38.224325212;-0.814868406;190.0;5.0;3.0;Desconocida;En buen estado;True;Desconocido;Sur;Privado;Exterior;True;False;False;0ª;;https://www.pisos.com/comprar/finca_rustica-crevillent_centro_urbano-55081681153_100500/
Piso;196193;Santa Pola;38.192963741;-0.559323543;75.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;1ª;;https://www.pisos.com/comprar/piso-centre_port_platja_llevant-55081730664_106600/
Casa;580000;Finestrat;38.5681729;-0.21078;237.0;4.0;3.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-06-17;https://www.pisos.com/comprar/casa-area_de_finestrat-55081762755_100500/
Piso;181000;La Nucia;38.613843113;-0.12632211;70.0;2.0;1.0;Entre 10 y 20 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;1ª;2025-06-19;https://www.pisos.com/comprar/piso-la_nucia-55081765553_106600/
Casa;1180000;Xàbia Jávea;38.7690568;0.1665385;425.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;0ª;2025-11-07;https://www.pisos.com/comprar/casa-los_cerezos_la_mandarina_la_finca_covatelles03739-55081886380_106700/
Ático;189000;Algorfa;38.085483793;-0.798508602;65.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-algorfa_centro_urbano-55081899305_106600/
Piso;475000;Altea;38.5898983;-0.0581198;92.0;2.0;2.0;Entre 20 y 30 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;4ª;2025-07-03;https://www.pisos.com/comprar/piso-altea_poble03590-55081901205_106600/
Casa;422500;Pilar de la Horadada;37.900517043;-0.837469147;116.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_pinar_de_campoverde-55081925982_105600/
Dúplex;270000;Santa Pola;38.240291783;-0.533581312;113.0;2.0;1.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;False;False;0ª;2025-06-18;https://www.pisos.com/comprar/duplex-gran_alacant-55081961103_100500/
Chalet;795000;L'alfàs del Pi;38.5618225;-0.0758932;336.0;5.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-alfas_del_pi-55081980943_106600/
Ático;344900;Guardamar del Segura;38.055324104;-0.683031502;93.0;3.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;True;4ª;;https://www.pisos.com/comprar/atico-urbanizaciones03140-55082053571_100500/
Chalet;480000;Dénia;38.8205497;0.0900652;125.0;4.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-10-15;https://www.pisos.com/comprar/chalet-la_pedrera_vessanes-55082166007_106600/
Apartamento;284000;Alicante Alacant;38.3595698;-0.5001589;88.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-los_angeles_rabasa_san_agustin_san_agustin03005-55082169190_105600/
Apartamento;206000;Algorfa;38.085483793;-0.798508602;84.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-algorfa_centro_urbano-55082227909_105600/
Casa;650000;Finestrat;38.545515544;-0.177936468;132.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-urbanizaciones_balco_de_finestrat_terra_marina-55082229951_105600/
Apartamento;325000;Orihuela;37.935576837;-0.724343504;73.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-07;https://www.pisos.com/comprar/apartamento-playa_flamenca_las_piscinas-55082243565_105600/
Piso;315000;El Campello;38.384897342;-0.411313065;50.0;1.0;1.0;Entre 10 y 20 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;8ª;2025-11-27;https://www.pisos.com/comprar/piso-el_campello-55082262728_106600/
Apartamento;385000;Torrevieja;37.9745;-0.69174;100.0;3.0;2.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Sur-Este;Privado;Comunitaria;True;False;True;6ª;2025-07-05;https://www.pisos.com/comprar/apartamento-acequion_los_naufragos03185-55082305178_100500/
Casa;286700;Torrevieja;37.993303048;-0.667108001;79.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-aguas_nuevas_torreblanca_sector_2503183-55082375314_105600/
Ático;499000;Pego;38.838376036;-0.11386281;279.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Privado;Exterior;False;False;True;4ª;;https://www.pisos.com/comprar/atico-pego_centro_urbano-55082391865_101800/
Casa;143000;Torrevieja;37.9897407;-0.6726853;80.0;3.0;2.0;Entre 30 y 50 años;Desconocida;True;Privado;Norte;Privado;Sin piscina;False;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/casa-torrevieja_nueva_torrevieja03183-55082401845_100500/
Piso;81000;Alicante Alacant;38.3717167;-0.4841828;66.0;3.0;1.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/piso-virgen_del_remedio_parque_lo_morant03014-55082430637_100500/
Casa;585000;La Nucia;38.5887004;-0.1240597;125.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-la_nucia_centro_urbano-55082431213_105600/
Chalet;224900;San Miguel de Salinas;37.9832715;-0.7932194;65.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas-55082463499_106600/
Chalet;274500;Sant Vicent del Raspeig San Vicente del Raspeig;38.415013106;-0.513134641;129.0;3.0;2.0;Más de 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Sin piscina;False;True;False;0ª;;https://www.pisos.com/comprar/chalet-villamontes_boqueres-55082492271_100500/
Apartamento;169000;Pego;38.838376036;-0.11386281;76.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Exterior;False;False;True;1ª;;https://www.pisos.com/comprar/apartamento-pego_centro_urbano-55082568921_101800/
Chalet;1400000;Benidorm;38.5478963;-0.0986193;380.0;6.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-benidorm-55082597151_106600/
Finca;270000;Elx Elche;38.2111084;-0.686938;540.0;4.0;1.0;Desconocida;Desconocida;False;Desconocido;Sur;Desconocido;Sin piscina;False;False;False;0ª;2026-02-11;https://www.pisos.com/comprar/finca_rustica-matola_la_foia_las_bayas_la_marina03294-55082668430_100500/
Casa;1145000;Finestrat;38.5521763;-0.177257;154.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-urbanizacion_golf_bahia-55082675296_105600/
Chalet;950000;Orihuela;37.930202607;-0.730752534;296.0;5.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-cabo_roig_la_zenia_la_regia-55082776861_100500/
Piso;385000;L'alfàs del Pi;38.574196;-0.06926;87.0;2.0;2.0;Entre 10 y 20 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;2ª;2026-01-28;https://www.pisos.com/comprar/piso-alfas_del_pi_albir-55082827924_106600/
Casa;599000;L'alfàs del Pi;38.5913569;-0.10948;210.0;4.0;4.0;Entre 10 y 20 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-02-22;https://www.pisos.com/comprar/casa-alfas_del_pi-55082863049_106600/
Piso;405000;Santa Pola;38.232070261;-0.527204235;101.0;3.0;2.0;Entre 20 y 30 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;1ª;2025-11-04;https://www.pisos.com/comprar/piso-gran_alacant-55082869009_106600/
Casa;385000;Pilar de la Horadada;37.869716875;-0.78094273;121.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-55082985704_105600/
Chalet;2795000;Benissa;38.680538579;0.091929562;400.0;5.0;6.0;Más de 50 años;Desconocida;True;Privado;Sur;Privado;Exterior;True;True;False;0ª;;https://www.pisos.com/comprar/chalet-cala_advocat_baladrar-55083030839_100500/
Casa;429900;San Miguel de Salinas;37.9832715;-0.7932194;200.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-11-01;https://www.pisos.com/comprar/casa-san_miguel_de_salinas-55083049896_106600/
Chalet;425000;Muro de Alcoy;38.7802904;-0.4298904;329.0;4.0;4.0;Desconocida;Desconocida;True;Privado;Desconocido;Privado;Exterior;True;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/chalet-muro_de_alcoy_centro_urbano-55083089307_108500/
Apartamento;322000;San Miguel de Salinas;37.9832715;-0.7932194;141.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-san_miguel_de_salinas_centro_urbano-55083133652_105600/
Apartamento;139000;Jacarilla;38.05896505;-0.866719532;63.0;2.0;1.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;1ª;;https://www.pisos.com/comprar/apartamento-jacarilla_centro_urbano-55083198734_100500/
Casa;279000;La Nucia;38.583371909;-0.129330451;145.0;4.0;3.0;Entre 20 y 30 años;Desconocida;True;Privado;Todos;Desconocido;Sin piscina;True;True;False;0ª;2026-02-23;https://www.pisos.com/comprar/casa_pareada-la_nucia_centro_urbano-55083202321_100500/
Chalet;260000;Albatera;38.2391;-0.874637;408.0;3.0;2.0;Entre 30 y 50 años;Desconocida;True;Privado;Sur;Desconocido;Comunitaria;True;True;False;0ª;2026-02-12;https://www.pisos.com/comprar/chalet-albatera_centro_urbano-55083251226_100500/
Chalet;2365000;Orihuela;37.936486856;-0.784194011;332.0;3.0;4.0;Menos de 5 años;Desconocida;True;Privado;Sur;Desconocido;Exterior;True;False;False;0ª;2025-06-02;https://www.pisos.com/comprar/chalet-las_mojadas_las_ramblas03189-55083283007_100500/
Piso;449900;Orihuela;37.939014462;-0.75130712;90.0;3.0;2.0;Entre 10 y 20 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-12-03;https://www.pisos.com/comprar/piso-orihuela-55083297090_106600/
Casa;492000;Pilar de la Horadada;37.871020812;-0.768323727;96.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_torre_de_la_horadada03191-55083324698_105600/
Casa;359000;Torrevieja;37.9644741;-0.7243075;70.0;3.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;True;True;False;0ª;;https://www.pisos.com/comprar/casa-los_balcones_los_altos_punta_prima03186-55083335338_100500/
Piso;396500;Orihuela;37.904906807;-0.757285489;110.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;False;True;Desconocida;2025-10-22;https://www.pisos.com/comprar/piso-dehesa_de_campoamor_aguamarina03189-55083395232_106600/
Casa;555000;Algorfa;38.057365616;-0.802103121;134.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-algorfa_centro_urbano-55083408232_105600/
Apartamento;550000;La Vila Joiosa Villajoyosa;38.5270171;-0.1734152;164.0;3.0;2.0;Desconocida;Desconocida;True;Comunitario;Sur;Desconocido;Comunitaria;True;False;True;Desconocida;2026-02-14;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-55083444966_108500/
Chalet;799852;Rojales;38.0607272;-0.7192136;168.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Todos;Privado;Exterior;True;False;False;0ª;2025-06-18;https://www.pisos.com/comprar/chalet-ciudad_quesada-55083473025_100500/
Ático;449000;Torrevieja;37.9804274;-0.6659234;188.0;3.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Todos;Desconocido;Comunitaria;False;False;False;0ª;2025-09-29;https://www.pisos.com/comprar/atico-playa_del_cura03182-55083534888_100500/
Casa;860000;Polop;38.619317768;-0.14212768;293.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-polop_centro_urbano-55083547871_105600/
Chalet;485000;Los Montesinos;38.0391873;-0.7410019;116.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-los_montesinos_centro_urbano-55083554685_106600/
Casa;525000;San Miguel de Salinas;37.958449292;-0.796916635;248.0;2.0;2.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-san_miguel_de_salinas-55083566420_106600/
Casa;770000;L'alfàs del Pi;38.5901248;-0.1105733;231.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-alfas_del_pi-55083601581_106600/
Casa;790000;La Nucia;38.6055218;-0.0854334;550.0;7.0;4.0;Desconocida;En buen estado;True;Privado;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-bell_horitzo-55083622415_106600/
Casa;189000;Dénia;38.84429;0.1068812;110.0;2.0;1.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;True;False;0ª;2026-02-23;https://www.pisos.com/comprar/casa-centro_urbano-55083646925_109200/
Chalet;635000;Santa Pola;38.198170137;-0.559456458;450.0;4.0;2.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-07-03;https://www.pisos.com/comprar/chalet-santa_pola-55083655324_106600/
Casa;365000;Altea;38.6000301;-0.0507608;193.0;5.0;2.0;Desconocida;A reformar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa_rustica-altea_poble03590-55083687878_106600/
