nombre;id;detalle_url;latitud;longitud;localidad;region;precio;superficie_construida;superficie_til;superficie_solar;habitaciones;baos;antigedad;conservacin;referencia;armarios_empotrados;carpintera_interior;tipo_suelo;carpintera_exterior;chimenea;cocina_equipada;comedor;lavadero;puerta_blindada;sistema_de_seguridad;terraza;jardn;orientacin;urbanizado;calle_alumbrada;calle_asfaltada;se_aceptan_mascotas;tipo_de_casa;garaje;piscina;gastos_de_comunidad;agua;aire_acondicionado;calefaccin;trastero;amueblado;vidrios_dobles;luz;telfono;adaptado_a_personas_con_movilidad_reducida;gas;no_se_aceptan_mascotas;ascensor;planta;exterior;balcn;soleado;portero_automtico;interior;fecha
Piso en calle de la Paz;59239101650,1066;https://www.pisos.com/comprar/piso-playa_del_cura-59239101650_106600/;37,9799;-0,677752;Torrevieja;Alicante;230.000 €;69 m²;69 m²;;2.0;1.0;Menos de 5 años;;N-058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2ª;;;;;;05/11/2025
Casa en Pedreguer;59239102172,1038;https://www.pisos.com/comprar/casa-pedreguer_centro_urbano-59239102172_103800/;38,797497724;0,037121047;Pedreguer;Alicante;340.000 €;354 m²;;;5.0;4.0;Más de 50 años;En buen estado;251015;;;;;;TRUE;;;;;TRUE;;Sur;;;;;;1;;;;;Eléctrica;TRUE;;;;;;;;;;;;;;;02/02/2026
Piso en calle Cr Marines A Denia Les;59239110719,1093;https://www.pisos.com/comprar/piso-denia_puerto-59239110719_109300/;38,8457764;0,1073301;"D&#xE9;nia";Alicante;305.000 €;57 m²;57 m²;;2.0;2.0;Entre 30 y 50 años;En buen estado;1969355;;;;;;Americana;;;;;;;;;;;;;;;60;;;;TRUE;;;;;;;;;1ª;;;;;;02/12/2025
Apartamento en calle Clavo;59239125059,1005;https://www.pisos.com/comprar/apartamento-las_filipinas_villamartin_canal_norte03189-59239125059_100500/;37,9374006;-0,7480518;Orihuela;Alicante;259.000 €;93 m²;73 m²;;2.0;2.0;Entre 5 y 10 años;;BK-02/11788;;;;;;;;;;;;;Norte;;;;;;1;;;;;;;;;;;;;;;Bajo;;;;;;02/02/2026
Apartamento en Pilar de La Horadada;59239136349,1093;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-59239136349_109300/;37,8601401;-0,7830107;Pilar de la Horadada;Alicante;339.900 €;100 m²;;;3.0;2.0;Menos de 5 años;A estrenar;ON-1077;;;;;;;;;;;;Comunitario;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;16/12/2025
Piso en Comunidad Valenciana;59239138083,1005;https://www.pisos.com/comprar/piso-callosa_en_sarria_centro_urbano-59239138083_100500/;38,64916844;-0,120778059;"Callosa D&#x27;en Sarri&#xE0;";Alicante;221.000 €;136 m²;113 m²;;3.0;2.0;Entre 20 y 30 años;;SP00270/10786;1;;Mármol;;;;;;TRUE;;TRUE;;Sureste;;;;;;;;;;TRUE;TRUE;;;;;True;;;;TRUE;1ª;;True;;;;10/02/2026
Casa en Las Mojadas-Las Ramblas;59239157689,1066;https://www.pisos.com/comprar/casa-las_mojadas_las_ramblas03189-59239157689_106600/;37,936486856;-0,784194011;Orihuela;Alicante;2.695.000 €;545 m²;545 m²;;3.0;3.0;;;423090__COMPLEX__423;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Sax;59239177022,1056;https://www.pisos.com/comprar/casa-sax_centro_urbano-59239177022_105600/;38,535752587;-0,828785133;Sax;Alicante;399.995 €;170 m²;;12.000 m²;3.0;2.0;;;MLS63500H;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Alfas del Pi;59239188127,1005;https://www.pisos.com/comprar/casa-escandinavia_el_captivador-59239188127_100500/;38,598558279;-0,107456474;"L&#x27;alf&#xE0;s del Pi";Alicante;290.000 €;70 m²;;13.000 m²;;;;;06394/1156;;;;;;;;;;;;;Sur;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;Desconocida
"Apartamento en calle Carrer La Santamar&#xED;a, n&#xBA; 4";59239205822,1018;https://www.pisos.com/comprar/apartamento-calpe_calp_casco_antiguo-59239205822_101800/;38,6428;0,0504521;Calpe Calp;Alicante;185.000 €;49 m²;;;1.0;1.0;Entre 30 y 50 años;;A-102;1;;;;;Cocina equipada;;;TRUE;;;;;;;;;;;;;;;Central;;TRUE;;;;;;;TRUE;4ª;;;;;;24/02/2026
Chalet en Torrevieja;59239216987,1065;https://www.pisos.com/comprar/chalet-torrevieja-59239216987_106500/;38,001657431;-0,694423559;Torrevieja;Alicante;154.900 €;57 m²;57 m²;;2.0;1.0;;;96077;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en Carrer de l&#x27;Avellaner";59239267349,1005;https://www.pisos.com/comprar/chalet-mutxamel_centro_urbano-59239267349_100500/;38,411818612;-0,479964673;Mutxamel;Alicante;725.000 €;318 m²;269 m²;;4.0;3.0;Entre 20 y 30 años;;A2M5851/1093;1;;Tarima flotante;;TRUE;;;;TRUE;;TRUE;;;;;;;;1;Propia;;;TRUE;TRUE;;;;;;;;;;;;;;;;15/01/2026
Casa en Dolores;59239276280,1065;https://www.pisos.com/comprar/casa-dolores_centro_urbano-59239276280_106500/;38,134629857;-0,779552416;Dolores;Alicante;430.000 €;165 m²;165 m²;;3.0;3.0;;;MMC59644W;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en 1A Linea;59239291965,1005;https://www.pisos.com/comprar/piso-altea_poble03590-59239291965_100500/;38,5938829;-0,0535955;Altea;Alicante;370.000 €;80 m²;72 m²;;3.0;3.0;Más de 50 años;;SP00088/10786;;;Parquet;;;;TRUE;;;;TRUE;;Sureste;;;;;;;;;TRUE;TRUE;TRUE;;TRUE;;;;;;;TRUE;Bajo;;True;;;;Desconocida_Revisada
Casa en Centro;59239295173,1038;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-59239295173_103800/;37,863863566;-0,796337787;Pilar de la Horadada;Alicante;259.900 €;78 m²;;;2.0;2.0;Menos de 5 años;A estrenar;3038;2;;Tarima maciza;;;TRUE;;;;TRUE;TRUE;;Suroeste;;;;;;1;Propia;;;TRUE;Eléctrica;TRUE;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Nueva Torrevieja;59239311033,1056;https://www.pisos.com/comprar/apartamento-torrevieja_nueva_torrevieja03181-59239311033_105600/;37,9849083;-0,6800336;Torrevieja;Alicante;359.900 €;65 m²;;;2.0;1.0;;;749964;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en calle Zoa;59239312799,1066;https://www.pisos.com/comprar/piso-playa_del_cura03182-59239312799_106600/;37,9809;-0,678165;Torrevieja;Alicante;199.900 €;120 m²;120 m²;;4.0;2.0;Entre 20 y 30 años;;AP1-692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2ª;;;;;;22/11/2025
Chalet en Les Rotes;59239322609,1093;https://www.pisos.com/comprar/chalet-denia_les_rotes-59239322609_109300/;38,8275486;0,1403367;"D&#xE9;nia";Alicante;790.000 €;392 m²;;1.436 m²;4.0;3.0;;;2646;;;;;;TRUE;TRUE;TRUE;TRUE;;TRUE;;;;;;;;TRUE;Yes;;;Duct based;;TRUE;;;;;;;;;;;;;;;24/02/2026
"Casa en El Pin&#xF3;s - Pinoso";59239323415,1056;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-59239323415_105600/;38,395067345;-1,046524119;"El Pin&#xF3;s Pinoso";Alicante;356.000 €;120 m²;;10.000 m²;3.0;2.0;;;QPM-N9374;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;06/02/2026
Apartamento en Elche;59239361362,1093;https://www.pisos.com/comprar/apartamento-altet_els_bassars03195-59239361362_109300/;38,2590544;-0,5477865;Elx Elche;Alicante;160.000 €;65 m²;65 m²;;2.0;1.0;;En buen estado;SS00-378LV;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Rojales;59239364219,1056;https://www.pisos.com/comprar/casa-rojales_centro_urbano-59239364219_105600/;38,086974561;-0,723656814;Rojales;Alicante;925.000 €;250 m²;;393 m²;4.0;3.0;;;748422;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;20/11/2025
"Casa en D&#xE9;nia";59239377626,1065;https://www.pisos.com/comprar/casa-denia-59239377626_106500/;38,82305459;0,078614993;"D&#xE9;nia";Alicante;250.000 €;75 m²;75 m²;;2.0;;Más de 50 años;;251104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
"Casa en N&#xFA;cleo";59239397542,1066;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-59239397542_106600/;37,869716875;-0,78094273;Pilar de la Horadada;Alicante;385.000 €;121 m²;121 m²;;3.0;3.0;;;243001__COMPLEX__242;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;28/11/2025
Casa adosada en Pilar de la Horadada;59239412260,1066;https://www.pisos.com/comprar/casa_adosada-pilar_de_la_horadada-59239412260_106600/;37,8704628;-0,7799027;Pilar de la Horadada;Alicante;309.900 €;81 m²;81 m²;;3.0;2.0;;;199424__COMPLEX__198;;;;;;;;;;;;;;;;;;Adosada;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
Apartamento en Calpe;59239418201,1093;https://www.pisos.com/comprar/apartamento-playa_del_arenal_bol_playa_del_cantal_roig-59239418201_109300/;38,640731899;0,065757829;Calpe Calp;Alicante;413.470 €;112 m²;;;1.0;1.0;;A estrenar;V-87706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2026
Apartamento en Sax;59239424322,1067;https://www.pisos.com/comprar/apartamento-sax_centro_urbano-59239424322_106700/;38,537832261;-0,819573485;Sax;Alicante;84.995 €;80 m²;;;3.0;1.0;;En buen estado;IVD13838;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
Chalet en Avenida Granada;59239429295,1005;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-59239429295_100500/;38,5495069;-0,1938917;Finestrat;Alicante;350.000 €;120 m²;106 m²;;3.0;3.0;Entre 20 y 30 años;;CHA000086/11084;1;;Gres;;;;;;;;TRUE;TRUE;Sur;TRUE;;;;;1;Comunitaria;Entre 40 y 60 €;TRUE;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en La Vila Joiosa - Villajoyosa;59239437436,1065;https://www.pisos.com/comprar/chalet-la_vila_joiosa_villajoyosa-59239437436_106500/;38,5205328;-0,2036559;La Vila Joiosa Villajoyosa;Alicante;695.000 €;179 m²;179 m²;;4.0;3.0;;;7935;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/11/2025
Chalet en Algorfa;59239444276,1066;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-59239444276_106600/;38,065160907;-0,747554426;Algorfa;Alicante;339.000 €;119 m²;119 m²;;3.0;3.0;;;107063411-GAV UV2;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/01/2026
Chalet en Orihuela;59239471019,1065;https://www.pisos.com/comprar/chalet-orihuela-59239471019_106500/;37,936486856;-0,784194011;Orihuela;Alicante;1.195.000 €;246 m²;246 m²;;3.0;3.0;;;MMC72435Y;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa adosada en Busot;59239580221,1066;https://www.pisos.com/comprar/casa_adosada-busot_centro_urbano-59239580221_106600/;38,484549741;-0,418339202;Busot;Alicante;355.000 €;130 m²;130 m²;;3.0;2.0;Menos de 5 años;;N331TM;;;;;;;;;;;TRUE;TRUE;;;;;;Adosada;;TRUE;;;;;;;;;;;;;;;;;;;;03/12/2025
Apartamento en Paseo Maritimo;59239585453,1005;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-59239585453_100500/;37,9755176;-0,6745672;Torrevieja;Alicante;239.900 €;120 m²;99 m²;;4.0;2.0;Entre 30 y 50 años;;GT2023503-4/7343;1;;;;;;;;;;TRUE;;Sur;;;;;;;;;;TRUE;Eléctrica;;TRUE;;;;;;;TRUE;3ª;;True;;;;13/11/2025
Piso en Las Mojadas-Las Ramblas;59239594389,1066;https://www.pisos.com/comprar/piso-las_mojadas_las_ramblas03189-59239594389_106600/;37,936486856;-0,784194011;Orihuela;Alicante;925.000 €;98 m²;98 m²;;2.0;2.0;Menos de 5 años;;N6917;;;;;;;;;;;TRUE;;;;;;;;;TRUE;;;;;;;;;;;;;TRUE;3ª;;;;;;05/11/2025
Casa en La Siesta-El Salado-Torreta-El Chaparral;59239615749,1056;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-59239615749_105600/;37,9860353;-0,6929165;Torrevieja;Alicante;315.000 €;90 m²;;120 m²;3.0;2.0;;;747082;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/12/2025
"Piso en calle de G&#xF3;ngora";59239633116,5265;https://www.pisos.com/comprar/piso-pla_carolinas_carolinas03012-59239633116_526539/;38,3588618;-0,479028;Alicante Alacant;Alicante;177.000 €;80 m²;75 m²;;3.0;1.0;;Reformado;175;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;1ª;;;;;;24/02/2026
Chalet en La Pedrera-Vessanes;59239637857,1093;https://www.pisos.com/comprar/chalet-la_pedrera_vessanes-59239637857_109300/;38,8172053;0,0799085;"D&#xE9;nia";Alicante;499.000 €;140 m²;120 m²;800 m²;3.0;3.0;Entre 10 y 20 años;;S-438;;;;;;TRUE;TRUE;;;;;TRUE;TRUE;;;;;;TRUE;Private;;;Hot cold;Heat pumps;;;;;;;;;;;;;;;;06/02/2026
Apartamento en calle Xaloc;59239651719,2631;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-59239651719_263100/;38,5245779;-0,1735453;La Vila Joiosa Villajoyosa;Alicante;194.800 €;87 m²;67 m²;;1.0;1.0;Entre 20 y 30 años;En buen estado;05218;2;;Gres;PVC;;Independiente;TRUE;TRUE;TRUE;;Acristalada convertida en dormitorio/despacho;Comunitario;Noreste;;;;True;;1;Comunitaria;Entre 60 y 80 €;;Frío y calor;;Opcional;TRUE;;;;True;;;TRUE;1ª;TRUE;;TRUE;TRUE;;24/02/2026
Chalet en Santa Pola;59239653559,1065;https://www.pisos.com/comprar/chalet-santa_pola-59239653559_106500/;38,22107289;-0,518330928;Santa Pola;Alicante;349.000 €;107 m²;107 m²;;4.0;2.0;;;188042623-GV-247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/01/2026
Chalet en La Nucia;59239678447,1065;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-59239678447_106500/;38,5887004;-0,1240597;La Nucia;Alicante;585.000 €;125 m²;125 m²;;3.0;3.0;;;MRG10503W;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Berengueres;59239685698,1085;https://www.pisos.com/comprar/chalet-berengueres-59239685698_108500/;38,1594581;-0,8045622;Catral;Alicante;177.000 €;240 m²;232 m²;;4.0;2.0;;;bc4eb83c-e6cd-4dee-b;;;;;;;;;;;No acristalada;;Oeste;;;;;;;;;;;;TRUE;;;;;True;;;;;;;;;;Desconocida_Revisada
Casa pareada en Maryvilla;59239702738,1005;https://www.pisos.com/comprar/casa_pareada-calpe_calp_maryvilla-59239702738_100500/;38,633710443;0,019707816;Calpe Calp;Alicante;420.000 €;150 m²;140 m²;;3.0;3.0;Entre 10 y 20 años;;CL00322/10786;1;;Terrazo;;TRUE;;;;TRUE;;TRUE;TRUE;Sureste;TRUE;;;;Pareada;1;Comunitaria;;TRUE;TRUE;TRUE;;TRUE;;;True;;;;;;;;;;;Desconocida_Revisada
Chalet en Maryvilla;59239760058,1066;https://www.pisos.com/comprar/chalet-calpe_calp_maryvilla-59239760058_106600/;38,635065757;0,028359912;Calpe Calp;Alicante;635.000 €;260 m²;260 m²;;5.0;4.0;;;109931786-CA149CH1;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;03/12/2025
"Chalet en Urbanitzaci&#xF3; Montesol, 53";59239778157,1005;https://www.pisos.com/comprar/chalet-alcoi_alcoy_batoy03802-59239778157_100500/;38,6864;-0,577029;Alcoi Alcoy;Alicante;360.000 €;305 m²;300 m²;3.629 m²;5.0;2.0;Entre 30 y 50 años;En buen estado;K-138;1;;;;;;;;;;;TRUE;Norte;;;;;;1;;;;;;TRUE;;;;;;;;;;;;;;;19/11/2025
Casa en La Nucia;59239798705,1066;https://www.pisos.com/comprar/casa-la_nucia_centro_urbano-59239798705_106600/;38,614524085;-0,125410608;La Nucia;Alicante;384.000 €;215 m²;215 m²;;5.0;4.0;Entre 20 y 30 años;;369501;;;;;;;;;;;TRUE;TRUE;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Monforte del Cid;59239800963,1056;https://www.pisos.com/comprar/casa-monforte_del_cid_centro_urbano-59239800963_105600/;38,379677734;-0,727686189;Monforte del Cid;Alicante;330.000 €;130 m²;;120 m²;3.0;2.0;;;747947;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;20/02/2026
Piso en Torrevieja;59239825920,1093;https://www.pisos.com/comprar/piso-orihuela_nucleo_urbano03300-59239825920_109300/;38,094755198;-0,955931699;Orihuela;Alicante;374.000 €;109 m²;;;3.0;2.0;;A estrenar;NB-95309;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
"Apartamento en N&#xFA;cleo";59239867362,1085;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo-59239867362_108500/;37,865464905;-0,791620393;Pilar de la Horadada;Alicante;185.000 €;66 m²;;;1.0;1.0;;;AP0034;TRUE;;;;;;;;;;Acristalada;;;;;;;;1;Otro;;;TRUE;;;;TRUE;;;True;;;TRUE;;TRUE;;;;;13/02/2026
"Casa adosada en calle de San Jos&#xE9;";59239875049,1005;https://www.pisos.com/comprar/casa_adosada-sant_vicent_del_raspeig_san_vicente_del_raspeig_ce-59239875049_100500/;38,396056695;-0,523430305;Sant Vicent del Raspeig San Vicente del Raspeig;Alicante;309.000 €;220 m²;130 m²;;4.0;3.0;;;2225/10473;;;;;;;;;;;;;;;;;;Adosada;1;;Entre 40 y 60 €;;;;TRUE;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Alq. Benifloret;59239884519,1005;https://www.pisos.com/comprar/chalet-cocentaina_centro_urbano-59239884519_100500/;38,741061567;-0,433563931;Cocentaina;Alicante;155.000 €;120 m²;;23.000 m²;3.0;1.0;;;12247/7098;;;;;;;;;;;;;;;;;;;;Propia;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Alicante;59239897956,1005;https://www.pisos.com/comprar/chalet-area_de_finestrat-59239897956_100500/;38,5681729;-0,21078;Finestrat;Alicante;570.000 €;157 m²;;535 m²;4.0;3.0;;;Breeze_76/888;1;;;;;;;;;;TRUE;TRUE;;;;;;;;TRUE;;;TRUE;;TRUE;;;;;;;;;;;;;;;Desconocida_Revisada
"Apartamento en calle Joaqu&#xED;n Chapaprieta";59239933990,1005;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-59239933990_100500/;37,9775849;-0,6810655;Torrevieja;Alicante;149.990 €;93 m²;80 m²;;2.0;1.0;;;ER2-03869/866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bajo;;;;;;23/02/2026
Casa en Polop;59239935120,1056;https://www.pisos.com/comprar/casa-polop_centro_urbano-59239935120_105600/;38,621917664;-0,1255992;Polop;Alicante;623.115 €;213 m²;;330 m²;3.0;2.0;;;747962;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;01/02/2026
"Piso en La Cometa-Carri&#xF3; Park";59239946742,1066;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-59239946742_106600/;38,6445493;0,0574821;Calpe Calp;Alicante;559.250 €;162 m²;162 m²;;2.0;2.0;;;240645__COMPLEX__364;;;;;;;;;;;;;;;;;;;;TRUE;;;TRUE;;;;;;;;;;TRUE;;;;;;;09/11/2025
Casa en Ciudad Quesada;59239960075,1089;https://www.pisos.com/comprar/casa-ciudad_quesada-59239960075_108900/;38,047998098;-0,721366226;Rojales;Alicante;459.900 €;111 m²;;306 m²;3.0;2.0;;;-651010;TRUE;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/01/2026
Casa en Rojales;59239969679,1089;https://www.pisos.com/comprar/casa-rojales_centro_urbano-59239969679_108900/;38,087736409;-0,704391239;Rojales;Alicante;1.450.000 €;420 m²;345 m²;;4.0;4.0;;;-658954;TRUE;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;TRUE;TRUE;;;;;;;;;;;;;;;;28/11/2025
Piso en Monforte del Cid;59240023456,1056;https://www.pisos.com/comprar/piso-monforte_del_cid_centro_urbano-59240023456_105600/;38,373729619;-0,719054349;Monforte del Cid;Alicante;435.000 €;135 m²;;;3.0;2.0;;;MONF0022_BJ_3;;;;;;;;;;;;;;;;;;;1;TRUE;;;TRUE;;;;TRUE;;;;;;TRUE;;;;;;;29/01/2026
"Casa en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";59240031717,1056;https://www.pisos.com/comprar/casa-urbanizaciones_balco_de_finestrat_terra_marina-59240031717_105600/;38,5487752;-0,1939831;Finestrat;Alicante;425.000 €;118 m²;;80 m²;3.0;2.0;;;QPM-N9366;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;06/02/2026
Apartamento en Playa Flamenca;59240036438,1093;https://www.pisos.com/comprar/apartamento-playa_flamenca_las_piscinas-59240036438_109300/;37,930713139;-0,722460078;Orihuela;Alicante;325.000 €;107 m²;;;2.0;2.0;;A estrenar;V-17531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2026
Chalet en Cachapet;59240041527,1005;https://www.pisos.com/comprar/chalet-crevillent_centro_urbano-59240041527_100500/;38,232427118;-0,818841331;Crevillent;Alicante;395.000 €;195 m²;180 m²;2.000 m²;4.0;2.0;Entre 20 y 30 años;;RHMC-04/9021;;;Gres;;;;;;;;TRUE;TRUE;Sureste;;;;;;1;Propia;;TRUE;TRUE;;;TRUE;;;;;;;;;;;;;;24/11/2025
Piso en calle Villa Madrid;59240047053,5205;https://www.pisos.com/comprar/piso-torrevieja_centro03181-59240047053_520461/;37,9790918;-0,6895487;Torrevieja;Alicante;270.000 €;186 m²;186 m²;;4.0;3.0;Entre 20 y 30 años;A reformar;001557;;;;;;;;;;;;;;;;;True;;1;;;;;;TRUE;;;;;;;;TRUE;3ª;TRUE;True;;;;12/02/2026
Casa en Finestrat;59240073670,1066;https://www.pisos.com/comprar/casa-finestrat-59240073670_106600/;38,5484794;-0,1748221;Finestrat;Alicante;671.000 €;223 m²;223 m²;;4.0;3.0;;;396036__COMPLEX__252;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Altea La Vella;59240102669,1067;https://www.pisos.com/comprar/casa-altea_altea_la_vella03599-59240102669_106700/;38,6443809;-0,0346096;Altea;Alicante;2.146.000 €;405 m²;;;4.0;5.0;;;22991;;;;;;;;;;TRUE;;;;;;;;;;TRUE;;;;;;;;;;;;;TRUE;;;;;;;14/02/2026
"Apartamento en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";59240124612,1056;https://www.pisos.com/comprar/apartamento-urbanizaciones_balco_de_finestrat_terra_marina-59240124612_105600/;38,542744002;-0,186071476;Finestrat;Alicante;375.000 €;80 m²;;;2.0;2.0;;;NB-74028;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;19/02/2026
"Casa en El Pin&#xF3;s - Pinoso";59240132873,1056;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-59240132873_105600/;38,402268971;-1,048279265;"El Pin&#xF3;s Pinoso";Alicante;389.000 €;162 m²;;10.000 m²;3.0;2.0;;;YSH72985U;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;17/01/2026
Apartamento en Nueva Torrevieja;59240135624,1056;https://www.pisos.com/comprar/apartamento-torrevieja_nueva_torrevieja03181-59240135624_105600/;37,9851093;-0,6815127;Torrevieja;Alicante;185.000 €;62 m²;;;1.0;1.0;;;748416;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;20/11/2025
Chalet en Rojales;59240151302,1066;https://www.pisos.com/comprar/chalet-rojales_centro_urbano-59240151302_106600/;38,084101614;-0,70107314;Rojales;Alicante;799.000 €;252 m²;252 m²;;6.0;4.0;;;109791002-GG4 2N3;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/01/2026
"Casa r&#xFA;stica en Els Poblets";59240155234,1038;https://www.pisos.com/comprar/casa_rustica-els_poblets-59240155234_103800/;38,850196322;0,016153461;Els Poblets;Alicante;765.000 €;330 m²;;2.000 m²;5.0;3.0;Entre 20 y 30 años;En buen estado;250806;;;;;;TRUE;;;;;TRUE;;Sureste;;;;;Rústica;1;Propia;;;Frío y calor;Eléctrica;;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Cumbre del Sol;59240162465,1093;https://www.pisos.com/comprar/piso-el_poble_nou_de_benitatxell_benitachell_centro_urb-59240162465_109300/;38,710591041;0,153519702;El Poble Nou de Benitatxell Benitachell;Alicante;1.680.000 €;412 m²;;;5.0;3.0;Entre 20 y 30 años;;2569V-E;;;;;TRUE;Cocina de diseño;TRUE;;TRUE;TRUE;;TRUE;Sur;;;;;;TRUE;Privada;;;Pre instalacion;Suelo radiante;TRUE;;;;;;;;;;;;;;;13/01/2026
"Apartamento en Almorad&#xED;";59240165236,1085;https://www.pisos.com/comprar/apartamento-almoradi_centro_urbano-59240165236_108500/;38,1055422;-0,790829;"Almorad&#xED;";Alicante;124.999 €;136 m²;125 m²;;3.0;2.0;;;AP0547;TRUE;;;;;Individual;;;;;;;Sureste;;;;;;;;;;;;;TRUE;TRUE;;;True;;;TRUE;;TRUE;;;;;Desconocida_Revisada
Casa pareada en Urbanizaciones;59240183499,1066;https://www.pisos.com/comprar/casa_pareada-alfas_del_pi_urbanizaciones03580-59240183499_106600/;38,5753227;-0,0909999;"L&#x27;alf&#xE0;s del Pi";Alicante;550.000 €;694 m²;694 m²;;4.0;3.0;;;1979;;;;;;;;;;;TRUE;TRUE;;;;;;Pareada;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;24/02/2026
Piso en calle Cl Sant Andreu;59240307529,1093;https://www.pisos.com/comprar/piso-centro_urbano-59240307529_109300/;38,842026831;0,103093887;"D&#xE9;nia";Alicante;153.300 €;70 m²;65 m²;;3.0;1.0;Más de 50 años;A reformar;1943373;;;Cerámica o gress;TRUE;;TRUE;;;;;;;Este;;;;;;;;;;;;;;;;;;;;;4ª;TRUE;;;;;01/12/2025
